Domain,Receive_Time,Serial_#,Type,Threat/Content_Type,Config_Version,Generate_Time,Source_address,Destination_address,NAT_Source_IP,NAT_Destination_IP,Rule,Source_User,Destination_User,Application,Virtual_System,Source_Zone,Destination_Zone,Inbound_Interface,Outbound_Interface,Log_Action,Time_Logged,Session_ID,Repeat_Count,Source_Port,Destination_Port,NAT_Source_Port,NAT_Destination_Port,Flags,IP_Protocol,Action,Bytes,Bytes_Sent,Bytes_Received,Packets,Start_Time,Elapsed_Time_(sec),Category,Padding,Sequence_Number,Action_Flags,Source_Country,Destination_Country,cpadding,pkts_sent,pkts_received,session_end_reason,dg_hier_level_1,dg_hier_level_2,dg_hier_level_3,dg_hier_level_4,Virtual_System_Name,Device_Name,action_source,Source_VM_UUID,Destination_VM_UUID,Tunnel_ID/IMSI,Monitor_Tag/IMEI,Parent_Session_ID,parent_start_time,tunnel
1,5/31/17 0:39,1606050200,TRAFFIC,end,1,5/31/17 0:39,192.168.4.52,192.168.4.1,,,rule1,,,insufficient-data,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/30/17 0:39,781,1,56222,5351,0,0,0x80004019,udp,allow,568,240,328,8,5/31/17 0:38,31,any,0,15231578,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,4,4,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:39,1606050200,TRAFFIC,end,1,5/31/17 0:39,192.168.4.55,87.109.246.232,,,rule1,,,dns,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/30/17 0:39,784,1,49586,53,0,0,0x4019,udp,allow,200,100,100,2,5/31/17 0:39,0,any,0,15231577,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:39,1606050200,TRAFFIC,end,1,5/31/17 0:39,192.168.4.55,105.27.205.34,,,rule1,,,dns,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/30/17 0:39,783,1,55175,53,0,0,0x4019,udp,block,200,100,100,2,5/31/17 0:39,0,any,0,15231576,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:39,1606050200,TRAFFIC,end,1,5/31/17 0:39,192.168.4.49,8.8.8.8,,,rule1,,,dns,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:39,782,1,56369,53,0,0,0x4019,udp,allow,198,99,99,2,5/31/17 0:39,0,any,0,15231575,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:39,1606050200,TRAFFIC,end,1,5/31/17 0:39,192.168.4.53,23.197.66.148,,,rule1,,,ssl,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:39,762,1,52201,443,0,0,0x4053,tcp,allow,45318,22482,22836,174,5/31/17 0:36,129,computer-and-internet-info,0,15231574,0x0,192.168.0.0-192.168.255.255,United States,0,104,70,tcp-rst-from-client,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:38,1606050200,TRAFFIC,end,1,5/31/17 0:38,192.168.4.55,184.84.244.104,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:38,716,1,52197,80,0,0,0x401c,tcp,allow,2752,1370,1382,32,5/31/17 0:36,116,computer-and-internet-info,0,15231573,0x0,192.168.0.0-192.168.255.255,United States,0,17,15,tcp-fin,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:38,1606050200,TRAFFIC,end,1,5/31/17 0:38,192.168.4.55,40.117.100.83,,,rule1,,,skype,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:38,160,1,52168,443,0,0,0x4053,tcp,allow,6968,2364,4604,18,5/31/17 0:35,120,computer-and-internet-info,0,15231572,0x0,192.168.0.0-192.168.255.255,United States,0,10,8,tcp-rst-from-server,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:37,1606050200,TRAFFIC,end,1,5/31/17 0:37,192.168.4.55,40.69.219.199,,,rule1,,,skype,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:37,52,1,52136,443,0,0,0x4053,tcp,allow,6682,1928,4754,17,5/31/17 0:35,120,internet-communications-and-telephony,0,15231571,0x0,192.168.0.0-192.168.255.255,Ireland,0,9,8,tcp-rst-from-server,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:37,1606050200,TRAFFIC,end,1,5/31/17 0:37,192.168.4.55,8.8.8.8,,,rule1,,,dns,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:37,778,1,56659,53,0,0,0x4019,udp,allow,190,87,103,2,5/31/17 0:36,0,any,0,15231570,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:37,1606050200,TRAFFIC,end,1,5/31/17 0:37,192.168.4.55,96.246.158.154,,,rule1,,,dns,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:37,776,1,63561,53,0,0,0x4019,udp,allow,170,77,93,2,5/31/17 0:36,0,any,0,15231569,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:37,1606050200,TRAFFIC,end,1,5/31/17 0:37,192.168.4.55,96.246.158.154,,,rule1,,,dns,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:37,774,1,62495,53,0,0,0x4019,udp,allow,646,257,389,5,5/31/17 0:36,0,any,0,15231568,0x0,192.168.0.0-192.168.255.255,United States,0,3,2,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:37,1606050200,TRAFFIC,end,1,5/31/17 0:37,192.168.4.55,8.8.8.8,,,rule1,,,dns,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:37,773,1,52278,53,0,0,0x4019,udp,allow,250,93,157,2,5/31/17 0:36,0,any,0,15231567,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:37,1606050200,TRAFFIC,end,1,5/31/17 0:37,192.168.4.55,111.221.77.173,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:37,770,1,43507,40018,0,0,0x80004050,udp,allow,128,60,68,2,5/31/17 0:36,0,any,0,15231566,0x0,192.168.0.0-192.168.255.255,Hong Kong,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:37,1606050200,TRAFFIC,end,1,5/31/17 0:37,192.168.4.53,8.8.8.8,,,rule1,,,dns,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:37,767,1,52856,53,0,0,0x4019,udp,allow,190,87,103,2,5/31/17 0:36,0,any,0,15231565,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:37,1606050200,TRAFFIC,end,1,5/31/17 0:37,192.168.4.49,5.152.175.57,,,rule1,,,dns,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:37,765,1,52648,53,0,0,0x4019,udp,allow,182,83,99,2,5/31/17 0:36,0,any,0,15231564,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:37,1606050200,TRAFFIC,end,1,5/31/17 0:37,192.168.4.55,105.27.205.34,,,rule1,,,dns,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:37,763,1,50357,53,0,0,0x4019,udp,block,154,69,85,2,5/31/17 0:36,0,any,0,15231563,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:37,1606050200,TRAFFIC,end,1,5/31/17 0:37,192.168.4.55,8.8.8.8,,,rule1,,,dns,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:37,761,1,65516,53,0,0,0x4019,udp,allow,238,74,164,2,5/31/17 0:36,0,any,0,15231562,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:37,1606050200,TRAFFIC,end,1,5/31/17 0:37,192.168.4.55,8.8.8.8,,,rule1,,,dns,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:37,758,1,50126,53,0,0,0x4019,udp,allow,190,87,103,2,5/31/17 0:36,0,any,0,15231561,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:37,1606050200,TRAFFIC,end,1,5/31/17 0:37,192.168.4.49,8.8.8.8,,,rule1,,,dns,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:37,757,1,49586,53,0,0,0x4019,udp,allow,200,100,100,2,5/31/17 0:36,0,any,0,15231560,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:37,1606050200,TRAFFIC,end,1,5/31/17 0:37,192.168.4.55,105.27.205.34,,,rule1,,,dns,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:37,756,1,55175,53,0,0,0x4019,udp,block,200,100,100,2,5/31/17 0:36,0,any,0,15231559,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:37,1606050200,TRAFFIC,end,1,5/31/17 0:37,192.168.4.49,8.8.8.8,,,rule1,,,dns,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:37,755,1,56369,53,0,0,0x4019,udp,allow,198,99,99,2,5/31/17 0:36,0,any,0,15231558,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:37,1606050200,TRAFFIC,end,1,5/31/17 0:37,192.168.4.55,8.8.8.8,,,rule1,,,dns,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:37,753,1,56887,53,0,0,0x4019,udp,allow,172,78,94,2,5/31/17 0:36,0,any,0,15231557,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:37,1606050200,TRAFFIC,end,1,5/31/17 0:37,192.168.4.55,87.109.246.232,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:37,743,1,43507,40036,0,0,0x4050,udp,allow,1229,864,365,6,5/31/17 0:36,1,any,0,15231556,0x0,192.168.0.0-192.168.255.255,United States,0,3,3,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:37,1606050200,TRAFFIC,end,1,5/31/17 0:37,192.168.4.55,151.101.2.2,,,rule1,,,meetup-base,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:37,172,1,52174,443,0,0,0x4053,tcp,allow,16778,2405,14373,45,5/31/17 0:35,71,business-and-economy,0,15231555,0x0,192.168.0.0-192.168.255.255,United States,0,24,21,tcp-rst-from-client,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:37,1606050200,TRAFFIC,end,1,5/31/17 0:37,192.168.4.55,151.101.2.2,,,rule1,,,meetup-base,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:37,169,1,52173,443,0,0,0x4053,tcp,allow,21514,8497,13017,57,5/31/17 0:35,72,business-and-economy,0,15231554,0x0,192.168.0.0-192.168.255.255,United States,0,31,26,tcp-rst-from-client,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:37,1606050200,TRAFFIC,end,1,5/31/17 0:37,192.168.4.53,151.101.2.2,,,rule1,,,meetup-base,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:37,158,1,52166,443,0,0,0x4053,tcp,allow,138668,6469,132199,187,5/31/17 0:35,71,business-and-economy,0,15231553,0x0,192.168.0.0-192.168.255.255,United States,0,82,105,tcp-rst-from-client,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:37,1606050200,TRAFFIC,end,1,5/31/17 0:37,192.168.4.55,184.84.244.113,,,rule1,,,ssl,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:37,167,1,52172,443,0,0,0x401c,tcp,allow,7326,2085,5241,36,5/31/17 0:35,71,content-delivery-networks,0,15231552,0x0,192.168.0.0-192.168.255.255,United States,0,20,16,tcp-rst-from-client,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:37,1606050200,TRAFFIC,end,1,5/31/17 0:37,192.168.4.55,173.222.177.219,,,rule1,,,ssl,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:37,181,1,52179,443,0,0,0x4053,tcp,allow,10261,2791,7470,43,5/31/17 0:35,70,business-and-economy,0,15231551,0x0,192.168.0.0-192.168.255.255,United States,0,24,19,tcp-rst-from-client,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:37,1606050200,TRAFFIC,end,1,5/31/17 0:37,192.168.4.55,157.55.235.149,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:37,744,1,43507,40011,0,0,0x4050,udp,allow,237,174,63,2,5/31/17 0:36,0,any,0,15231550,0x0,192.168.0.0-192.168.255.255,Ireland,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:37,1606050200,TRAFFIC,end,1,5/31/17 0:37,192.168.4.55,157.55.235.162,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:37,740,1,43507,40031,0,0,0x4050,udp,allow,237,174,63,2,5/31/17 0:36,0,any,0,15231549,0x0,192.168.0.0-192.168.255.255,Ireland,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:37,1606050200,TRAFFIC,end,1,5/31/17 0:37,192.168.4.55,13.107.42.12,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:37,737,1,43507,40028,0,0,0x4050,udp,allow,236,173,63,2,5/31/17 0:36,0,any,0,15231548,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:37,1606050200,TRAFFIC,end,1,5/31/17 0:37,192.168.4.53,157.56.52.13,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:37,734,1,43507,40010,0,0,0x4050,udp,allow,139,77,62,2,5/31/17 0:36,0,any,0,15231547,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:37,1606050200,TRAFFIC,end,1,5/31/17 0:37,192.168.4.49,157.55.130.151,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:37,731,1,43507,40023,0,0,0x4050,udp,allow,137,75,62,2,5/31/17 0:36,0,any,0,15231546,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:37,1606050200,TRAFFIC,end,1,5/31/17 0:37,192.168.4.55,65.55.223.22,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:37,728,1,43507,40035,0,0,0x4050,udp,allow,556,77,479,2,5/31/17 0:36,0,any,0,15231545,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:37,1606050200,TRAFFIC,end,1,5/31/17 0:37,192.168.4.55,65.55.223.12,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:37,725,1,43507,40019,0,0,0x4050,udp,allow,601,76,525,2,5/31/17 0:36,0,any,0,15231544,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:37,1606050200,TRAFFIC,end,1,5/31/17 0:37,192.168.4.55,111.221.77.155,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:37,722,1,43507,40021,0,0,0x4050,udp,allow,1434,78,1356,2,5/31/17 0:36,0,any,0,15231543,0x0,192.168.0.0-192.168.255.255,Hong Kong,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:37,1606050200,TRAFFIC,end,1,5/31/17 0:37,192.168.4.55,173.222.177.45,,,rule1,,,apple-maps,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:37,596,1,52181,443,0,0,0x4053,tcp,allow,7776,2249,5527,38,5/31/17 0:35,67,computer-and-internet-info,0,15231542,0x0,192.168.0.0-192.168.255.255,United States,0,21,17,tcp-rst-from-client,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.53,64.12.245.38,,,rule1,,,ssl,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,139,1,52155,443,0,0,0x4053,tcp,allow,10140,3676,6464,40,5/31/17 0:35,66,business-and-economy,0,15231541,0x0,192.168.0.0-192.168.255.255,United States,0,22,18,tcp-fin,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,216.58.219.70,,,rule1,,,google-base,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,173,1,52175,443,0,0,0x4053,tcp,allow,7098,1666,5432,22,5/31/17 0:35,64,web-advertisements,0,15231540,0x0,192.168.0.0-192.168.255.255,United States,0,13,9,tcp-fin,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,216.58.192.102,,,rule1,,,google-base,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,175,1,52176,443,0,0,0x4053,tcp,allow,6614,1607,5007,23,5/31/17 0:35,64,web-advertisements,0,15231539,0x0,192.168.0.0-192.168.255.255,United States,0,13,10,tcp-fin,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,192.229.173.242,,,rule1,,,ssl,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,177,1,52177,443,0,0,0x401c,tcp,allow,8138,1832,6306,25,5/31/17 0:35,64,content-delivery-networks,0,15231538,0x0,192.168.0.0-192.168.255.255,United States,0,14,11,tcp-fin,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.53,204.79.197.200,,,rule1,,,ssl,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,123,1,52152,443,0,0,0x4053,tcp,allow,12491,3157,9334,35,5/31/17 0:35,66,search-engines,0,15231537,0x0,192.168.0.0-192.168.255.255,United States,0,17,18,tcp-fin,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,204.79.197.200,,,rule1,,,ssl,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,180,1,52178,443,0,0,0x401c,tcp,allow,10953,2012,8941,31,5/31/17 0:35,64,search-engines,0,15231536,0x0,192.168.0.0-192.168.255.255,United States,0,15,16,tcp-fin,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,52.5.86.135,,,rule1,,,ssl,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,157,1,52165,443,0,0,0x401c,tcp,allow,7753,1944,5809,28,5/31/17 0:35,60,business-and-economy,0,15231535,0x0,192.168.0.0-192.168.255.255,United States,0,16,12,tcp-fin,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,151.52.12.188,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,719,1,43507,7560,0,0,0x4050,udp,allow,128,60,68,2,5/31/17 0:36,0,any,0,15231534,0x0,192.168.0.0-192.168.255.255,Italy,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,13.107.42.12,,,rule1,,,dns,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,718,1,63893,53,0,0,0x4019,udp,allow,255,91,164,2,5/31/17 0:36,0,any,0,15231533,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,8.8.8.8,,,rule1,,,dns,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,717,1,56051,53,0,0,0x4019,udp,allow,255,91,164,2,5/31/17 0:36,0,any,0,15231532,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,13.107.42.12,,,rule1,,,dns,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,714,1,17628,53,0,0,0x4019,udp,allow,243,81,162,2,5/31/17 0:36,1,any,0,15231531,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,185.56.175.122,,,rule1,,,dns,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,707,1,53658,53,0,0,0x4019,udp,allow,214,75,139,2,5/31/17 0:36,1,any,0,15231530,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.49,8.8.8.8,,,rule1,,,dns,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,706,1,57528,53,0,0,0x4019,udp,allow,200,100,100,2,5/31/17 0:36,0,any,0,15231529,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,185.56.175.122,,,rule1,,,dns,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,699,1,16461,53,0,0,0x4019,udp,allow,243,85,158,2,5/31/17 0:36,0,any,0,15231528,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.53,8.8.8.8,,,rule1,,,dns,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,700,1,41758,53,0,0,0x4019,udp,allow,245,86,159,2,5/31/17 0:36,0,any,0,15231527,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,8.8.8.8,,,rule1,,,dns,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,701,1,49847,53,0,0,0x4019,udp,allow,257,92,165,2,5/31/17 0:36,0,any,0,15231526,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,8.8.8.8,,,rule1,,,dns,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,702,1,64776,53,0,0,0x4019,udp,allow,257,92,165,2,5/31/17 0:36,0,any,0,15231525,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.53,105.27.205.34,,,rule1,,,dns,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,703,1,62182,53,0,0,0x4019,udp,allow,245,86,159,2,5/31/17 0:36,0,block,0,15231524,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,105.27.205.34,,,rule1,,,dns,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,704,1,62398,53,0,0,0x4019,udp,allow,243,85,158,2,5/31/17 0:36,0,any,0,15231523,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,8.8.8.8,,,rule1,,,dns,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,705,1,63656,53,0,0,0x4019,udp,allow,202,101,101,2,5/31/17 0:36,0,any,0,15231522,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,105.27.205.34,,,rule1,,,dns,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,692,1,64453,53,0,0,0x4019,udp,block,202,101,101,2,5/31/17 0:36,1,any,0,15231521,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
